 model_time, LAI_sub_sim_0116, LAI_sub_obs_0116, LAI_sub_sim_0178, LAI_sub_obs_0178,
     695,      0.27,            ,      0.27,            ,
     696,      0.27,            ,      0.27,            ,
     697,      0.27,            ,      0.27,            ,
     698,      0.27,            ,      0.27,            ,
     699,      0.27,            ,      0.27,            ,
     700,      0.27,            ,      0.27,            ,
     701,      0.27,            ,      0.27,            ,
     702,      0.27,            ,      0.27,            ,
     703,      0.27,            ,      0.27,            ,
     704,      0.27,            ,      0.27,            ,
     705,      0.27,            ,      0.27,            ,
     706,      0.27,            ,      0.27,            ,
     707,      0.27,            ,      0.27,            ,
     708,      0.27,            ,      0.27,            ,
     709,      0.27,            ,      0.27,            ,
     710,      0.27,            ,      0.27,            ,
     711,      0.27,            ,      0.27,            ,
     712,      0.27,            ,      0.27,            ,
     713,      0.27,            ,      0.27,            ,
     714,      0.27,            ,      0.27,            ,
     715,      0.27,            ,      0.27,            ,
     716,      0.27,            ,      0.27,            ,
     717,      0.27,            ,      0.27,            ,
     718,      0.27,            ,      0.27,            ,
     719,      0.27,            ,      0.27,            ,
     720,      0.27,            ,      0.27,            ,
     721,      0.27,            ,      0.27,            ,
     722,      0.27,            ,      0.27,            ,
     723,      0.27,            ,      0.27,            ,
     724,      0.27,            ,      0.27,            ,
     725,      0.27,            ,      0.27,            ,
     726,      0.27,            ,      0.27,            ,
     727,      0.27,            ,      0.27,            ,
     728,      0.27,            ,      0.27,            ,
     729,      0.27,            ,      0.27,            ,
     730,      0.27,            ,      0.27,            ,
     731,      0.27,            ,      0.27,            ,
     732,      0.27,            ,      0.27,            ,
     733,      0.27,            ,      0.27,            ,
     734,      0.27,            ,      0.27,            ,
     735,      0.27,            ,      0.27,            ,
     736,      0.27,            ,      0.27,            ,
     737,      0.27,            ,      0.27,            ,
     738,      0.27,            ,      0.27,            ,
     739,      0.27,            ,      0.27,            ,
     740,      0.27,            ,      0.27,            ,
     741,      0.27,            ,      0.27,            ,
     742,      0.27,            ,      0.27,            ,
     743,      0.27,            ,      0.27,            ,
     744,      0.27,            ,      0.27,            ,
     745,      0.27,            ,      0.27,            ,
     746,      0.27,            ,      0.27,            ,
     747,      0.27,            ,      0.27,            ,
     748,      0.27,            ,      0.27,            ,
     749,      0.27,            ,      0.27,            ,
     750,      0.27,            ,      0.27,            ,
     751,      0.27,            ,      0.27,            ,
     752,      0.27,            ,      0.27,            ,
     753,      0.27,            ,      0.27,            ,
     754,      0.27,            ,      0.27,            ,
     755,      0.27,            ,      0.27,            ,
     756,      0.27,            ,      0.27,            ,
     757,      0.27,            ,      0.27,            ,
     758,      0.27,            ,      0.27,            ,
     759,      0.27,            ,      0.27,            ,
     760,      0.27,            ,      0.27,            ,
     761,      0.27,            ,      0.27,            ,
     762,      0.27,            ,      0.27,            ,
     763,      0.27,            ,      0.27,            ,
     764,      0.27,            ,      0.27,            ,
     765,      0.27,            ,      0.27,            ,
     766,      0.27,            ,      0.27,            ,
     767,      0.27,            ,      0.27,            ,
     768,      0.27,            ,      0.27,            ,
     769,      0.27,            ,      0.27,            ,
     770,      0.27,            ,      0.27,            ,
     771,      0.27,            ,      0.27,            ,
     772,      0.27,            ,      0.27,            ,
     773,      0.27,            ,      0.27,            ,
     774,      0.27,            ,      0.27,            ,
     775,      0.27,            ,      0.27,            ,
